CONTAINER ID        NAME                      CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
a6f2e9256efc        peer52.org1.example.com                     11.17%              28.68MiB / 7.695GiB   0.36%               3.32MB / 1.39MB     90.1kB / 32.8kB     16
0c5c3828b471        peer92.org1.example.com                     8.69%               28.64MiB / 7.695GiB   0.36%               3.59MB / 1.46MB     188kB / 98.3kB      17
9904d77d6a79        peer78.org1.example.com                     1.07%               28.5MiB / 7.695GiB    0.36%               4.24MB / 2.87MB     81.9kB / 98.3kB     16
ba802c0bfb4b        peer43.org1.example.com                     1.38%               27.16MiB / 7.695GiB   0.34%               3.48MB / 1.25MB     238kB / 123kB       15
e200a9e66dbc        peer22.org1.example.com                     1.60%               26.45MiB / 7.695GiB   0.34%               2.35MB / 973kB      41kB / 32.8kB       13
3508d546543f        peer61.org1.example.com                     0.80%               12.26MiB / 7.695GiB   0.16%               218kB / 56.9kB      139kB / 1.02MB      10
3144ba249452        peer25.org1.example.com                     2.11%               28.64MiB / 7.695GiB   0.36%               3.62MB / 1.34MB     65.5kB / 32.8kB     16
1d60a9a43455        peer39.org1.example.com                     3.08%               28.68MiB / 7.695GiB   0.36%               3.59MB / 1.5MB      57.3kB / 32.8kB     15
c9c5b3e38a28        peer33.org1.example.com                     0.64%               28.46MiB / 7.695GiB   0.36%               3.81MB / 1.4MB      90.1kB / 32.8kB     16
027869595f92        peer82.org1.example.com                     1.11%               28.73MiB / 7.695GiB   0.36%               3.74MB / 1.6MB      98.3kB / 32.8kB     15
815dcb6c70a1        peer15.org1.example.com                     0.74%               28.38MiB / 7.695GiB   0.36%               3.35MB / 1.3MB      221kB / 32.8kB      14
a44a5ecadd32        peer53.org1.example.com                     1.21%               28.32MiB / 7.695GiB   0.36%               3.31MB / 1.35MB     98.3kB / 90.1kB     14
b2a9a8f48d8e        peer72.org1.example.com                     8.71%               28.81MiB / 7.695GiB   0.37%               3.86MB / 1.4MB      106kB / 57.3kB      15
4a4af34834a5        peer5.org1.example.com                      4.74%               28.95MiB / 7.695GiB   0.37%               3.76MB / 1.37MB     41kB / 57.3kB       16
2b1d5668b0b0        peer96.org1.example.com                     9.48%               28.57MiB / 7.695GiB   0.36%               3.61MB / 1.5MB      98.3kB / 32.8kB     16
ffc1f8a74075        peer49.org1.example.com                     1.21%               28.98MiB / 7.695GiB   0.37%               3.43MB / 1.47MB     90.1kB / 32.8kB     16
7a921d84b8c8        peer14.org1.example.com                     1.23%               29.35MiB / 7.695GiB   0.37%               4.44MB / 2.99MB     147kB / 106kB       16


# MEASUREMENTS STORED

CONTAINER ID        NAME                                        CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
7fe880cb095a        dev-peer0.org1.example.com-trustas_cc-1.0   0.63%               5.301MiB / 2GiB       0.26%               254kB / 112kB       8.19kB / 0B         7
430a7b143ff5        peer63.org1.example.com                     1.07%               25.94MiB / 7.695GiB   0.33%               2.46MB / 2.56MB     188kB / 32.8kB      12
2b064a18eded        peer54.org1.example.com                     0.96%               25.56MiB / 7.695GiB   0.32%               2.29MB / 2.48MB     336kB / 32.8kB      13
b10304933ed1        peer95.org1.example.com                     0.95%               24.69MiB / 7.695GiB   0.31%               2.42MB / 2.68MB     123kB / 32.8kB      12
ec2b6222c935        peer30.org1.example.com                     0.98%               25.3MiB / 7.695GiB    0.32%               2.39MB / 2.49MB     90.1kB / 32.8kB     12
49632d30e1a7        peer90.org1.example.com                     1.09%               25.4MiB / 7.695GiB    0.32%               2.63MB / 2.68MB     197kB / 32.8kB      12
c8de34c73514        peer55.org1.example.com                     1.43%               25.28MiB / 7.695GiB   0.32%               2.43MB / 2.33MB     172kB / 32.8kB      13
a5a79b4f41c2        peer84.org1.example.com                     1.00%               25.71MiB / 7.695GiB   0.33%               2.24MB / 2.35MB     57.3kB / 32.8kB     12
949c5f4e89b1        peer17.org1.example.com                     1.09%               24.74MiB / 7.695GiB   0.31%               2.48MB / 2.5MB      172kB / 32.8kB      14
cc4ed00dbc5a        peer13.org1.example.com                     2.15%               25.75MiB / 7.695GiB   0.33%               2.5MB / 2.73MB      229kB / 32.8kB      13
e637f158f09e        peer60.org1.example.com                     1.02%               25.07MiB / 7.695GiB   0.32%               2.67MB / 3.02MB     81.9kB / 32.8kB     13
bae0e839064f        peer35.org1.example.com                     1.19%               25.45MiB / 7.695GiB   0.32%               2.69MB / 3.09MB     197kB / 32.8kB      13
31ec5d034e94        peer74.org1.example.com                     0.94%               25.68MiB / 7.695GiB   0.33%               2.4MB / 2.63MB      295kB / 32.8kB      14
de1e3ee0718b        peer29.org1.example.com                     1.12%               25.02MiB / 7.695GiB   0.32%               2.53MB / 2.9MB      106kB / 32.8kB      12
aa98b4e551fd        peer79.org1.example.com                     0.95%               25.64MiB / 7.695GiB   0.33%               2.65MB / 2.86MB     147kB / 32.8kB      12
97dea4de47d0        peer32.org1.example.com                     1.09%               25.63MiB / 7.695GiB   0.33%               2.82MB / 2.88MB     246kB / 32.8kB      12
2ad54ba8faa8        peer97.org1.example.com                     0.83%               25.54MiB / 7.695GiB   0.32%               2.47MB / 2.55MB     115kB / 32.8kB      13
0d66e5724205        peer70.org1.example.com                     1.16%               25.1MiB / 7.695GiB    0.32%               2.37MB / 2.69MB     90.1kB / 32.8kB     13
05a1a50f6364        peer50.org1.example.com                     1.08%               25.94MiB / 7.695GiB   0.33%               2.82MB / 3.03MB     426kB / 32.8kB      12
56ba63f4fb49        peer62.org1.example.com                     0.94%               26.42MiB / 7.695GiB   0.34%               2.88MB / 2.84MB     287kB / 32.8kB      13
08c451d9ae59        peer16.org1.example.com                     0.86%               24.89MiB / 7.695GiB   0.32%               2.67MB / 3.21MB     123kB / 32.8kB      12
6883a64f237b        peer83.org1.example.com                     1.11%               25.11MiB / 7.695GiB   0.32%               2.61MB / 3.09MB     254kB / 164kB       13
f87e8caec353        peer87.org1.example.com                     1.33%               25.01MiB / 7.695GiB   0.32%               2.77MB / 3.14MB     279kB / 32.8kB      13
246286302c25        peer73.org1.example.com                     1.12%               26.06MiB / 7.695GiB   0.33%               2.78MB / 2.57MB     172kB / 147kB       15
4777ab4a85b1        peer80.org1.example.com                     0.77%               26.39MiB / 7.695GiB   0.33%               2.44MB / 2.06MB     65.5kB / 106kB      15
7e32e6cb0a55        peer34.org1.example.com                     2.39%               24.99MiB / 7.695GiB   0.32%               2.32MB / 1.68MB     156kB / 32.8kB      13
c885f63303d8        peer42.org1.example.com                     1.27%               24MiB / 7.695GiB      0.30%               2.27MB / 3.16MB     238kB / 32.8kB      11
b5e1266682df        peer67.org1.example.com                     0.98%               24.9MiB / 7.695GiB    0.32%               2.89MB / 3.3MB      303kB / 32.8kB      13
22be238ab02a        peer27.org1.example.com                     1.03%               26.61MiB / 7.695GiB   0.34%               2.8MB / 2.63MB      139kB / 32.8kB      13
fafe1e518a28        peer12.org1.example.com                     1.52%               24.82MiB / 7.695GiB   0.31%               1.97MB / 2.2MB      254kB / 41kB        11
c190f5ba891c        peer91.org1.example.com                     1.01%               26.34MiB / 7.695GiB   0.33%               2.73MB / 2.8MB      98.3kB / 32.8kB     13
ac7322e424c0        peer99.org1.example.com                     1.47%               26.84MiB / 7.695GiB   0.34%               3.05MB / 3.47MB     147kB / 32.8kB      14
4dee2e38ea0a        peer94.org1.example.com                     1.10%               24.29MiB / 7.695GiB   0.31%               2.4MB / 2.82MB      319kB / 32.8kB      11
4f6407b1dddb        peer24.org1.example.com                     1.07%               24.79MiB / 7.695GiB   0.31%               2.65MB / 3.39MB     65.5kB / 32.8kB     11
9fae82985af6        peer88.org1.example.com                     1.19%               24.77MiB / 7.695GiB   0.31%               2.35MB / 2.99MB     156kB / 508kB       12
3e1fae0c9301        peer38.org1.example.com                     1.41%               27.06MiB / 7.695GiB   0.34%               4.45MB / 4.23MB     213kB / 139kB       15
a83c304cc667        peer89.org1.example.com                     1.27%               26.82MiB / 7.695GiB   0.34%               4.97MB / 4.05MB     123kB / 115kB       13
66587be9d49f        peer59.org1.example.com                     0.93%               28.78MiB / 7.695GiB   0.37%               4.75MB / 4.14MB     623kB / 32.8kB      15
91b7c39da561        peer76.org1.example.com                     4.83%               27.62MiB / 7.695GiB   0.35%               4.78MB / 4.37MB     451kB / 32.8kB      16
e194deb2dbd8        peer85.org1.example.com                     0.80%               27.02MiB / 7.695GiB   0.34%               4.89MB / 4.05MB     81.9kB / 32.8kB     15
f721e09db0d2        peer1.org1.example.com                      18.12%              59.12MiB / 7.695GiB   0.75%               13.5MB / 53.2MB     106kB / 65.5kB      16
85fdbda25496        peer64.org1.example.com                     0.89%               27.37MiB / 7.695GiB   0.35%               4.55MB / 3.54MB     98.3kB / 32.8kB     16
cc059df2b03e        peer44.org1.example.com                     1.19%               25.66MiB / 7.695GiB   0.33%               2.53MB / 2.45MB     156kB / 65.5kB      13
672f538c553a        peer66.org1.example.com                     1.27%               27.74MiB / 7.695GiB   0.35%               4.94MB / 4.19MB     180kB / 98.3kB      16
76fe575b8a28        peer4.org1.example.com                      2.36%               27.53MiB / 7.695GiB   0.35%               4.76MB / 3.7MB      24.6kB / 32.8kB     15
7038433af252        peer36.org1.example.com                     1.99%               26.95MiB / 7.695GiB   0.34%               4.73MB / 4.06MB     246kB / 32.8kB      15
dad1128906d0        peer69.org1.example.com                     1.00%               28.71MiB / 7.695GiB   0.36%               4.84MB / 3.73MB     524kB / 32.8kB      15
9a6ec4480c05        peer21.org1.example.com                     0.81%               28.54MiB / 7.695GiB   0.36%               4.87MB / 4.18MB     90.1kB / 32.8kB     15
4bb3b5d4b097        peer18.org1.example.com                     1.43%               26.38MiB / 7.695GiB   0.33%               4.6MB / 3.59MB      229kB / 32.8kB      14
c6a83a8e1efd        peer19.org1.example.com                     1.65%               27.13MiB / 7.695GiB   0.34%               4.6MB / 3.98MB      197kB / 32.8kB      16
3f5e6c600a39        orderer.example.com                         2.61%               11.32MiB / 7.695GiB   0.14%               636kB / 450kB       22.4MB / 975kB      8
b48ee84170b0        peer46.org1.example.com                     7.82%               28.47MiB / 7.695GiB   0.36%               5.08MB / 4.19MB     262kB / 32.8kB      17
df3a7c7a4f30        peer41.org1.example.com                     5.66%               28.08MiB / 7.695GiB   0.36%               4.88MB / 3.76MB     164kB / 32.8kB      15
9f16950228a9        peer8.org1.example.com                      1.81%               27.58MiB / 7.695GiB   0.35%               4.78MB / 3.95MB     254kB / 32.8kB      17
45b3b9deb6de        peer86.org1.example.com                     2.08%               28.81MiB / 7.695GiB   0.37%               4.89MB / 3.94MB     172kB / 844kB       16
1126ca20feff        peer47.org1.example.com                     5.37%               28MiB / 7.695GiB      0.36%               5.08MB / 4.08MB     156kB / 32.8kB      16
eea21119143e        peer6.org1.example.com                      2.17%               28.31MiB / 7.695GiB   0.36%               5.12MB / 3.93MB     172kB / 32.8kB      15
d6b3d6a8cbc5        peer75.org1.example.com                     1.94%               29.13MiB / 7.695GiB   0.37%               5.4MB / 4.25MB      115kB / 115kB       17
16dac51b21bf        peer81.org1.example.com                     2.13%               27.77MiB / 7.695GiB   0.35%               4.86MB / 3.98MB     188kB / 32.8kB      17
8fbe20ef8121        peer37.org1.example.com                     0.97%               27.11MiB / 7.695GiB   0.34%               3.04MB / 2.51MB     131kB / 73.7kB      14
205a6533cccd        peer28.org1.example.com                     0.91%               26.68MiB / 7.695GiB   0.34%               3.09MB / 2.8MB      180kB / 32.8kB      14
8eebd44eda88        peer2.org1.example.com                      0.97%               27.93MiB / 7.695GiB   0.35%               4.49MB / 3.4MB      442kB / 115kB       15
720975843f70        peer68.org1.example.com                     1.68%               26.89MiB / 7.695GiB   0.34%               4.46MB / 3.47MB     385kB / 32.8kB      15
317ae39a9873        peer48.org1.example.com                     2.99%               28.1MiB / 7.695GiB    0.36%               4.17MB / 3.15MB     106kB / 32.8kB      17
db26f2b96628        peer10.org1.example.com                     5.60%               27.92MiB / 7.695GiB   0.35%               4.62MB / 3.6MB      229kB / 32.8kB      15
ecab3ff61eab        peer98.org1.example.com                     0.90%               26.3MiB / 7.695GiB    0.33%               4.08MB / 3.17MB     115kB / 32.8kB      14
198c111231c8        peer93.org1.example.com                     1.72%               28.44MiB / 7.695GiB   0.36%               4.93MB / 3.61MB     221kB / 90.1kB      17
eab2ede5706b        peer71.org1.example.com                     4.00%               28.67MiB / 7.695GiB   0.36%               4.23MB / 2.34MB     860kB / 32.8kB      14
a760ba830f2d        peer77.org1.example.com                     1.15%               27.28MiB / 7.695GiB   0.35%               3.04MB / 1.9MB      147kB / 49.2kB      15
f7aaf54ac48b        peer58.org1.example.com                     4.07%               28.25MiB / 7.695GiB   0.36%               4.93MB / 3.82MB     213kB / 32.8kB      15
5aec44e7e656        peer11.org1.example.com                     0.82%               29.18MiB / 7.695GiB   0.37%               3.71MB / 1.38MB     32.8kB / 32.8kB     16
d384efbb7f40        peer40.org1.example.com                     3.37%               29.46MiB / 7.695GiB   0.37%               4.28MB / 2.69MB     98.3kB / 32.8kB     15
023348fc4823        peer20.org1.example.com                     8.52%               27.21MiB / 7.695GiB   0.35%               3.24MB / 1.21MB     57.3kB / 32.8kB     14
58aa95f6a58b        peer9.org1.example.com                      0.83%               27.43MiB / 7.695GiB   0.35%               3.64MB / 1.39MB     254kB / 32.8kB      17
45c108523282        peer45.org1.example.com                     0.66%               27.88MiB / 7.695GiB   0.35%               3.92MB / 1.54MB     57.3kB / 32.8kB     15
eff0ce3d778e        peer3.org1.example.com                      4.03%               27.59MiB / 7.695GiB   0.35%               3.76MB / 1.45MB     147kB / 32.8kB      16
01557fa306df        peer51.org1.example.com                     0.98%               28.66MiB / 7.695GiB   0.36%               3.76MB / 1.75MB     73.7kB / 32.8kB     16
065f6ed18ed7        peer57.org1.example.com                     0.89%               28.84MiB / 7.695GiB   0.37%               4.05MB / 1.53MB     65.5kB / 32.8kB     15
c036b66baf22        peer26.org1.example.com                     5.09%               27.73MiB / 7.695GiB   0.35%               3.98MB / 1.49MB     65.5kB / 32.8kB     15
4e1e3e229574        peer7.org1.example.com                      2.11%               28.89MiB / 7.695GiB   0.37%               3.76MB / 1.59MB     164kB / 32.8kB      18
b551342d1d66        peer23.org1.example.com                     1.58%               28.12MiB / 7.695GiB   0.36%               4.28MB / 2.32MB     524kB / 32.8kB      15
111ec92811dc        peer65.org1.example.com                     2.60%               28.68MiB / 7.695GiB   0.36%               3.76MB / 1.38MB     131kB / 123kB       17
4b79960f5d94        peer0.org1.example.com                      18.45%              110.6MiB / 7.695GiB   1.40%               19MB / 50.8MB       13.6MB / 942kB      15
91023ac5f6e0        peer31.org1.example.com                     11.38%              28.62MiB / 7.695GiB   0.36%               3.81MB / 1.41MB     254kB / 32.8kB      15
c13373dc2c1f        peer56.org1.example.com                     2.54%               28.18MiB / 7.695GiB   0.36%               4.69MB / 3.36MB     246kB / 49.2kB      15
a6f2e9256efc        peer52.org1.example.com                     1.66%               29.07MiB / 7.695GiB   0.37%               3.57MB / 1.51MB     90.1kB / 32.8kB     16
0c5c3828b471        peer92.org1.example.com                     4.03%               28.71MiB / 7.695GiB   0.36%               3.92MB / 1.62MB     188kB / 98.3kB      17
9904d77d6a79        peer78.org1.example.com                     4.48%               28.59MiB / 7.695GiB   0.36%               4.54MB / 3.08MB     81.9kB / 98.3kB     16
ba802c0bfb4b        peer43.org1.example.com                     0.72%               27.91MiB / 7.695GiB   0.35%               3.63MB / 1.35MB     238kB / 123kB       15
e200a9e66dbc        peer22.org1.example.com                     0.75%               26.46MiB / 7.695GiB   0.34%               2.53MB / 1.07MB     41kB / 32.8kB       13
3508d546543f        peer61.org1.example.com                     0.70%               12.27MiB / 7.695GiB   0.16%               219kB / 60kB        139kB / 1.02MB      10
3144ba249452        peer25.org1.example.com                     2.10%               28.67MiB / 7.695GiB   0.36%               3.89MB / 1.46MB     65.5kB / 32.8kB     16
1d60a9a43455        peer39.org1.example.com                     2.45%               28.7MiB / 7.695GiB    0.36%               3.87MB / 1.61MB     57.3kB / 32.8kB     15
c9c5b3e38a28        peer33.org1.example.com                     2.96%               28.55MiB / 7.695GiB   0.36%               4.1MB / 1.54MB      90.1kB / 32.8kB     16
027869595f92        peer82.org1.example.com                     3.36%               28.76MiB / 7.695GiB   0.37%               4.01MB / 1.71MB     98.3kB / 32.8kB     15
815dcb6c70a1        peer15.org1.example.com                     6.14%               28.46MiB / 7.695GiB   0.36%               3.7MB / 1.43MB      221kB / 32.8kB      14
a44a5ecadd32        peer53.org1.example.com                     3.96%               28.38MiB / 7.695GiB   0.36%               3.71MB / 1.46MB     98.3kB / 90.1kB     14
b2a9a8f48d8e        peer72.org1.example.com                     0.77%               29.69MiB / 7.695GiB   0.38%               3.98MB / 1.46MB     106kB / 57.3kB      15
4a4af34834a5        peer5.org1.example.com                      3.96%               28.98MiB / 7.695GiB   0.37%               4.01MB / 1.46MB     49.2kB / 57.3kB     16
2b1d5668b0b0        peer96.org1.example.com                     9.28%               28.59MiB / 7.695GiB   0.36%               3.84MB / 1.63MB     98.3kB / 32.8kB     16
ffc1f8a74075        peer49.org1.example.com                     5.49%               29MiB / 7.695GiB      0.37%               3.65MB / 1.59MB     90.1kB / 32.8kB     16
7a921d84b8c8        peer14.org1.example.com                     1.06%               29.39MiB / 7.695GiB   0.37%               4.71MB / 3.2MB      147kB / 106kB       16

# ALL INFO SAVED

CONTAINER ID        NAME                                        CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
7fe880cb095a        dev-peer0.org1.example.com-trustas_cc-1.0   0.00%               5.668MiB / 2GiB       0.28%               509kB / 227kB       8.19kB / 0B         7
430a7b143ff5        peer63.org1.example.com                     1.15%               26.05MiB / 7.695GiB   0.33%               3.19MB / 3.37MB     197kB / 32.8kB      12
2b064a18eded        peer54.org1.example.com                     1.13%               26.14MiB / 7.695GiB   0.33%               3.26MB / 3.38MB     360kB / 32.8kB      13
b10304933ed1        peer95.org1.example.com                     1.56%               24.93MiB / 7.695GiB   0.32%               3.23MB / 3.59MB     139kB / 32.8kB      13
ec2b6222c935        peer30.org1.example.com                     1.66%               25.42MiB / 7.695GiB   0.32%               3.06MB / 3.26MB     98.3kB / 32.8kB     12
49632d30e1a7        peer90.org1.example.com                     0.90%               25.75MiB / 7.695GiB   0.33%               3.44MB / 3.57MB     205kB / 32.8kB      12
c8de34c73514        peer55.org1.example.com                     1.55%               25.46MiB / 7.695GiB   0.32%               3.21MB / 3.11MB     180kB / 32.8kB      13
a5a79b4f41c2        peer84.org1.example.com                     1.40%               26.01MiB / 7.695GiB   0.33%               3.05MB / 3.13MB     57.3kB / 32.8kB     12
949c5f4e89b1        peer17.org1.example.com                     1.45%               25.12MiB / 7.695GiB   0.32%               3.37MB / 3.34MB     180kB / 32.8kB      14
cc4ed00dbc5a        peer13.org1.example.com                     0.93%               25.88MiB / 7.695GiB   0.33%               3.32MB / 3.72MB     238kB / 32.8kB      13
e637f158f09e        peer60.org1.example.com                     1.43%               25.21MiB / 7.695GiB   0.32%               3.52MB / 4.01MB     115kB / 32.8kB      13
bae0e839064f        peer35.org1.example.com                     1.00%               25.6MiB / 7.695GiB    0.32%               3.42MB / 4.08MB     197kB / 32.8kB      13
31ec5d034e94        peer74.org1.example.com                     5.57%               25.83MiB / 7.695GiB   0.33%               3.24MB / 3.53MB     295kB / 32.8kB      14
de1e3ee0718b        peer29.org1.example.com                     0.78%               25.63MiB / 7.695GiB   0.33%               3.29MB / 3.83MB     106kB / 32.8kB      12
aa98b4e551fd        peer79.org1.example.com                     0.88%               25.79MiB / 7.695GiB   0.33%               3.39MB / 3.78MB     147kB / 32.8kB      12
97dea4de47d0        peer32.org1.example.com                     0.99%               25.79MiB / 7.695GiB   0.33%               3.62MB / 3.81MB     246kB / 32.8kB      12
2ad54ba8faa8        peer97.org1.example.com                     0.84%               25.72MiB / 7.695GiB   0.33%               3.24MB / 3.39MB     115kB / 32.8kB      14
0d66e5724205        peer70.org1.example.com                     1.04%               25.26MiB / 7.695GiB   0.32%               3.25MB / 3.61MB     90.1kB / 32.8kB     13
05a1a50f6364        peer50.org1.example.com                     2.41%               26.28MiB / 7.695GiB   0.33%               3.7MB / 3.94MB      434kB / 32.8kB      12
56ba63f4fb49        peer62.org1.example.com                     3.95%               26.59MiB / 7.695GiB   0.34%               3.67MB / 3.69MB     287kB / 32.8kB      13
08c451d9ae59        peer16.org1.example.com                     1.02%               25.02MiB / 7.695GiB   0.32%               3.49MB / 4.23MB     147kB / 32.8kB      12
6883a64f237b        peer83.org1.example.com                     0.91%               25.29MiB / 7.695GiB   0.32%               3.4MB / 4.05MB      270kB / 164kB       13
f87e8caec353        peer87.org1.example.com                     1.81%               25.31MiB / 7.695GiB   0.32%               3.61MB / 4.13MB     287kB / 32.8kB      13
246286302c25        peer73.org1.example.com                     1.15%               26.2MiB / 7.695GiB    0.33%               3.38MB / 3.25MB     172kB / 147kB       15
4777ab4a85b1        peer80.org1.example.com                     0.95%               26.49MiB / 7.695GiB   0.34%               2.92MB / 2.54MB     65.5kB / 106kB      15
7e32e6cb0a55        peer34.org1.example.com                     1.09%               25.37MiB / 7.695GiB   0.32%               3.01MB / 2.21MB     164kB / 32.8kB      13
c885f63303d8        peer42.org1.example.com                     1.09%               24.16MiB / 7.695GiB   0.31%               2.99MB / 4.16MB     238kB / 32.8kB      11
b5e1266682df        peer67.org1.example.com                     1.36%               25.02MiB / 7.695GiB   0.32%               3.58MB / 4.26MB     303kB / 32.8kB      13
22be238ab02a        peer27.org1.example.com                     2.88%               26.7MiB / 7.695GiB    0.34%               3.48MB / 3.33MB     139kB / 32.8kB      13
fafe1e518a28        peer12.org1.example.com                     4.48%               24.98MiB / 7.695GiB   0.32%               2.61MB / 2.87MB     254kB / 41kB        11
c190f5ba891c        peer91.org1.example.com                     6.46%               26.57MiB / 7.695GiB   0.34%               3.67MB / 3.65MB     98.3kB / 32.8kB     14
ac7322e424c0        peer99.org1.example.com                     1.77%               26.99MiB / 7.695GiB   0.34%               3.85MB / 4.5MB      147kB / 32.8kB      14
4dee2e38ea0a        peer94.org1.example.com                     0.89%               24.93MiB / 7.695GiB   0.32%               3.17MB / 3.75MB     319kB / 32.8kB      12
4f6407b1dddb        peer24.org1.example.com                     1.07%               25.16MiB / 7.695GiB   0.32%               3.4MB / 4.39MB      123kB / 32.8kB      11
9fae82985af6        peer88.org1.example.com                     1.09%               25.43MiB / 7.695GiB   0.32%               3.14MB / 3.94MB     156kB / 508kB       12
3e1fae0c9301        peer38.org1.example.com                     2.05%               27.21MiB / 7.695GiB   0.35%               5.95MB / 5.47MB     213kB / 139kB       15
a83c304cc667        peer89.org1.example.com                     6.71%               26.94MiB / 7.695GiB   0.34%               6.36MB / 5.16MB     131kB / 115kB       14
66587be9d49f        peer59.org1.example.com                     3.80%               28.9MiB / 7.695GiB    0.37%               6.15MB / 5.24MB     623kB / 32.8kB      15
91b7c39da561        peer76.org1.example.com                     1.62%               28.36MiB / 7.695GiB   0.36%               6.34MB / 5.7MB      451kB / 32.8kB      16
e194deb2dbd8        peer85.org1.example.com                     3.64%               28.06MiB / 7.695GiB   0.36%               6.19MB / 5.13MB     90.1kB / 32.8kB     15
f721e09db0d2        peer1.org1.example.com                      37.80%              58.57MiB / 7.695GiB   0.74%               16.9MB / 69.6MB     106kB / 65.5kB      16
85fdbda25496        peer64.org1.example.com                     1.58%               27.45MiB / 7.695GiB   0.35%               5.83MB / 4.53MB     98.3kB / 32.8kB     16
cc059df2b03e        peer44.org1.example.com                     1.18%               26.07MiB / 7.695GiB   0.33%               3.42MB / 3.27MB     164kB / 65.5kB      13
672f538c553a        peer66.org1.example.com                     2.00%               27.96MiB / 7.695GiB   0.35%               6.45MB / 5.36MB     205kB / 98.3kB      16
76fe575b8a28        peer4.org1.example.com                      5.19%               27.93MiB / 7.695GiB   0.35%               6.21MB / 4.84MB     32.8kB / 32.8kB     15
7038433af252        peer36.org1.example.com                     3.41%               27.24MiB / 7.695GiB   0.35%               5.98MB / 5.1MB      254kB / 32.8kB      15
dad1128906d0        peer69.org1.example.com                     2.08%               28.83MiB / 7.695GiB   0.37%               6.03MB / 4.7MB      524kB / 32.8kB      15
9a6ec4480c05        peer21.org1.example.com                     2.79%               28.64MiB / 7.695GiB   0.36%               6.41MB / 5.34MB     98.3kB / 32.8kB     15
4bb3b5d4b097        peer18.org1.example.com                     1.06%               27.34MiB / 7.695GiB   0.35%               5.97MB / 4.56MB     238kB / 32.8kB      14
c6a83a8e1efd        peer19.org1.example.com                     2.43%               27.23MiB / 7.695GiB   0.35%               6.01MB / 5.08MB     197kB / 32.8kB      16
3f5e6c600a39        orderer.example.com                         0.00%               11.71MiB / 7.695GiB   0.15%               1.03MB / 874kB      23.3MB / 1.81MB     9
b48ee84170b0        peer46.org1.example.com                     1.26%               28.61MiB / 7.695GiB   0.36%               6.34MB / 5.22MB     287kB / 32.8kB      17
df3a7c7a4f30        peer41.org1.example.com                     9.24%               28.27MiB / 7.695GiB   0.36%               6.32MB / 4.78MB     180kB / 32.8kB      17
9f16950228a9        peer8.org1.example.com                      3.62%               28.53MiB / 7.695GiB   0.36%               5.99MB / 5.09MB     262kB / 32.8kB      17
45b3b9deb6de        peer86.org1.example.com                     0.91%               28.38MiB / 7.695GiB   0.36%               6.25MB / 5.02MB     172kB / 844kB       16
1126ca20feff        peer47.org1.example.com                     2.99%               28.12MiB / 7.695GiB   0.36%               6.48MB / 5.28MB     164kB / 32.8kB      16
eea21119143e        peer6.org1.example.com                      1.17%               28.43MiB / 7.695GiB   0.36%               6.34MB / 4.93MB     197kB / 32.8kB      15
d6b3d6a8cbc5        peer75.org1.example.com                     0.92%               29.29MiB / 7.695GiB   0.37%               6.75MB / 5.29MB     115kB / 115kB       17
16dac51b21bf        peer81.org1.example.com                     1.23%               27.89MiB / 7.695GiB   0.35%               6.09MB / 4.98MB     205kB / 32.8kB      17
8fbe20ef8121        peer37.org1.example.com                     6.99%               27.31MiB / 7.695GiB   0.35%               3.85MB / 3.14MB     147kB / 73.7kB      14
205a6533cccd        peer28.org1.example.com                     1.74%               26.88MiB / 7.695GiB   0.34%               3.92MB / 3.52MB     180kB / 32.8kB      14
8eebd44eda88        peer2.org1.example.com                      4.35%               28.55MiB / 7.695GiB   0.36%               5.82MB / 4.31MB     451kB / 115kB       15
720975843f70        peer68.org1.example.com                     0.85%               27.57MiB / 7.695GiB   0.35%               5.85MB / 4.55MB     418kB / 32.8kB      16
317ae39a9873        peer48.org1.example.com                     3.55%               28.77MiB / 7.695GiB   0.37%               5.27MB / 3.95MB     106kB / 32.8kB      17
db26f2b96628        peer10.org1.example.com                     1.00%               28.26MiB / 7.695GiB   0.36%               5.98MB / 4.64MB     279kB / 32.8kB      15
ecab3ff61eab        peer98.org1.example.com                     5.57%               26.45MiB / 7.695GiB   0.34%               5.41MB / 4.06MB     123kB / 32.8kB      14
198c111231c8        peer93.org1.example.com                     7.65%               29.38MiB / 7.695GiB   0.37%               6.25MB / 4.56MB     221kB / 90.1kB      17
eab2ede5706b        peer71.org1.example.com                     1.43%               28.84MiB / 7.695GiB   0.37%               5.23MB / 2.91MB     860kB / 32.8kB      15
a760ba830f2d        peer77.org1.example.com                     0.64%               27.37MiB / 7.695GiB   0.35%               3.71MB / 2.4MB      156kB / 49.2kB      15
f7aaf54ac48b        peer58.org1.example.com                     2.53%               28.38MiB / 7.695GiB   0.36%               6.2MB / 4.85MB      221kB / 32.8kB      15
5aec44e7e656        peer11.org1.example.com                     1.61%               29.3MiB / 7.695GiB    0.37%               4.55MB / 1.76MB     32.8kB / 32.8kB     16
d384efbb7f40        peer40.org1.example.com                     3.40%               29.57MiB / 7.695GiB   0.38%               5.35MB / 3.38MB     98.3kB / 32.8kB     15
