1542764764.8887358,peer95.org1.example.com,1.25MB / 1.29MB,1250000,1290000
1542764764.8887358,peer30.org1.example.com,1.27MB / 1.19MB,1270000,1190000
1542764764.8887358,peer90.org1.example.com,1.3MB / 1.24MB,1300000,1240000
1542764764.8887358,peer55.org1.example.com,1.43MB / 1.17MB,1430000,1170000
1542764764.8887358,peer84.org1.example.com,1.29MB / 1.22MB,1290000,1220000
1542764764.8887358,peer17.org1.example.com,1.25MB / 1.2MB,1250000,1200000
1542764764.8887358,peer13.org1.example.com,1.38MB / 1.36MB,1380000,1360000
1542764764.8887358,peer60.org1.example.com,1.44MB / 1.49MB,1440000,1490000
1542764764.8887358,peer35.org1.example.com,1.45MB / 1.53MB,1450000,1530000
1542764764.8887358,peer74.org1.example.com,1.38MB / 1.36MB,1380000,1360000
1542764764.8887358,peer29.org1.example.com,1.32MB / 1.49MB,1320000,1490000
1542764764.8887358,peer79.org1.example.com,1.35MB / 1.41MB,1350000,1410000
1542764764.8887358,peer32.org1.example.com,1.47MB / 1.43MB,1470000,1430000
1542764764.8887358,peer97.org1.example.com,1.48MB / 1.33MB,1480000,1330000
1542764764.8887358,peer70.org1.example.com,1.29MB / 1.34MB,1290000,1340000
1542764764.8887358,peer50.org1.example.com,1.54MB / 1.56MB,1540000,1560000
1542764764.8887358,peer62.org1.example.com,1.73MB / 1.53MB,1730000,1530000
1542764764.8887358,peer16.org1.example.com,1.49MB / 1.64MB,1490000,1640000
1542764764.8887358,peer83.org1.example.com,1.41MB / 1.55MB,1410000,1550000
1542764764.8887358,peer87.org1.example.com,1.34MB / 1.46MB,1340000,1460000
1542764764.8887358,peer73.org1.example.com,1.52MB / 1.34MB,1520000,1340000
1542764764.8887358,peer80.org1.example.com,1.42MB / 1.1MB,1420000,1100000
1542764764.8887358,peer34.org1.example.com,1.37MB / 916kB,1370000,916000
1542764764.8887358,peer42.org1.example.com,1.22MB / 1.6MB,1220000,1600000
1542764764.8887358,peer67.org1.example.com,1.51MB / 1.64MB,1510000,1640000
1542764764.8887358,peer27.org1.example.com,1.57MB / 1.43MB,1570000,1430000
1542764764.8887358,peer12.org1.example.com,1.14MB / 1.14MB,1140000,1140000
1542764764.8887358,peer91.org1.example.com,1.63MB / 1.54MB,1630000,1540000
1542764764.8887358,peer99.org1.example.com,1.67MB / 1.75MB,1670000,1750000
1542764764.8887358,peer94.org1.example.com,1.27MB / 1.39MB,1270000,1390000
1542764764.8887358,peer24.org1.example.com,1.46MB / 1.82MB,1460000,1820000
1542764764.8887358,peer88.org1.example.com,1.38MB / 1.59MB,1380000,1590000
1542764764.8887358,peer38.org1.example.com,2.56MB / 2.3MB,2560000,2300000
1542764764.8887358,peer89.org1.example.com,2.76MB / 2.18MB,2760000,2180000
1542764764.8887358,peer59.org1.example.com,2.73MB / 2.24MB,2730000,2240000
1542764764.8887358,peer76.org1.example.com,2.77MB / 2.48MB,2770000,2480000
1542764764.8887358,peer85.org1.example.com,3.04MB / 2.34MB,3040000,2340000
1542764764.8887358,peer1.org1.example.com,8.02MB / 31MB,8020000,31000000
1542764764.8887358,peer64.org1.example.com,2.6MB / 1.93MB,2600000,1930000
1542764764.8887358,peer44.org1.example.com,1.5MB / 1.38MB,1500000,1380000
1542764764.8887358,peer66.org1.example.com,2.8MB / 2.3MB,2800000,2300000
1542764764.8887358,peer4.org1.example.com,2.75MB / 2.1MB,2750000,2100000
1542764764.8887358,peer36.org1.example.com,2.74MB / 2.2MB,2740000,2200000
1542764764.8887358,peer69.org1.example.com,2.75MB / 2.03MB,2750000,2029999
1542764764.8887358,peer21.org1.example.com,2.78MB / 2.35MB,2780000,2350000
1542764764.8887358,peer18.org1.example.com,2.6MB / 2.02MB,2600000,2020000
1542764764.8887358,peer19.org1.example.com,2.46MB / 2.12MB,2460000,2120000
1542764764.8887358,orderer.example.com,181kB / 19.5kB,181000,19500
1542764764.8887358,peer46.org1.example.com,2.89MB / 2.33MB,2890000,2330000
1542764764.8887358,peer41.org1.example.com,2.7MB / 2.06MB,2700000,2060000
1542764764.8887358,peer8.org1.example.com,2.84MB / 2.25MB,2840000,2250000
1542764764.8887358,peer86.org1.example.com,2.64MB / 2.14MB,2640000,2140000
1542764764.8887358,peer47.org1.example.com,2.92MB / 2.26MB,2920000,2260000
1542764764.8887358,peer6.org1.example.com,3.12MB / 2.28MB,3120000,2280000
1542764764.8887358,peer75.org1.example.com,3.06MB / 2.36MB,3060000,2360000
1542764764.8887358,peer81.org1.example.com,2.74MB / 2.31MB,2740000,2310000
1542764764.8887358,peer37.org1.example.com,1.86MB / 1.48MB,1860000,1480000
1542764764.8887358,peer28.org1.example.com,1.95MB / 1.68MB,1950000,1680000
1542764764.8887358,peer2.org1.example.com,2.56MB / 1.9MB,2560000,1900000
1542764764.8887358,peer68.org1.example.com,2.55MB / 1.9MB,2550000,1900000
1542764764.8887358,peer48.org1.example.com,2.38MB / 1.7MB,2380000,1700000
1542764764.8887358,peer10.org1.example.com,2.76MB / 2.03MB,2760000,2029999
1542764764.8887358,peer98.org1.example.com,2.32MB / 1.77MB,2320000,1770000
1542764764.8887358,peer93.org1.example.com,2.72MB / 1.97MB,2720000,1970000
1542764764.8887358,peer71.org1.example.com,2.27MB / 1.34MB,2270000,1340000
1542764764.8887358,peer77.org1.example.com,1.84MB / 1.13MB,1840000,1130000
1542764764.8887358,peer58.org1.example.com,2.79MB / 2.12MB,2790000,2120000
1542764764.8887358,peer11.org1.example.com,2.21MB / 744kB,2210000,744000
1542764764.8887358,peer40.org1.example.com,2.43MB / 1.45MB,2430000,1450000
1542764764.8887358,peer20.org1.example.com,1.81MB / 611kB,1810000,611000
1542764764.8887358,peer9.org1.example.com,2.22MB / 738kB,2220000,738000
1542764764.8887358,peer45.org1.example.com,2.21MB / 807kB,2210000,807000
1542764764.8887358,peer3.org1.example.com,2.14MB / 744kB,2140000,744000
1542764764.8887358,peer51.org1.example.com,2.22MB / 1.02MB,2220000,1020000
1542764764.8887358,peer57.org1.example.com,2.34MB / 832kB,2340000,832000
1542764764.8887358,peer26.org1.example.com,2.4MB / 812kB,2400000,812000
1542764764.8887358,peer7.org1.example.com,2.15MB / 872kB,2150000,872000
1542764764.8887358,peer23.org1.example.com,2.45MB / 1.36MB,2450000,1360000
1542764764.8887358,peer65.org1.example.com,2.31MB / 761kB,2310000,761000
1542764764.8887358,peer0.org1.example.com,11.1MB / 31.2MB,11100000,31200000
1542764764.8887358,peer31.org1.example.com,2.15MB / 765kB,2150000,765000
1542764764.8887358,peer56.org1.example.com,2.75MB / 1.93MB,2750000,1930000
1542764764.8887358,peer52.org1.example.com,2.12MB / 877kB,2120000,877000
1542764764.8887358,peer92.org1.example.com,2.24MB / 903kB,2240000,903000
1542764764.8887358,peer78.org1.example.com,2.71MB / 1.78MB,2710000,1780000
1542764764.8887358,peer43.org1.example.com,2.18MB / 742kB,2180000,742000
1542764764.8887358,peer22.org1.example.com,1.54MB / 594kB,1540000,594000
1542764764.8887358,peer61.org1.example.com,207kB / 37.1kB,207000,37100
1542764764.8887358,peer25.org1.example.com,2.13MB / 724kB,2130000,724000
1542764764.8887358,peer39.org1.example.com,2.31MB / 914kB,2310000,914000
1542764764.8887358,peer33.org1.example.com,2.39MB / 802kB,2390000,802000
1542764764.8887358,peer82.org1.example.com,2.33MB / 1.07MB,2330000,1070000
1542764764.8887358,peer15.org1.example.com,2.25MB / 801kB,2250000,801000
1542764764.8887358,peer53.org1.example.com,2.14MB / 814kB,2140000,814000
1542764764.8887358,peer72.org1.example.com,2.36MB / 867kB,2360000,867000
1542764764.8887358,peer5.org1.example.com,2.48MB / 856kB,2480000,856000
1542764764.8887358,peer96.org1.example.com,2.23MB / 981kB,2230000,981000
1542764764.8887358,peer49.org1.example.com,2.19MB / 911kB,2190000,911000
1542764764.8887358,peer14.org1.example.com,2.91MB / 1.88MB,2910000,1880000

peer63.org1.example.com,1.37MB / 1.29MB
peer54.org1.example.com,1.25MB / 1.22MB
peer95.org1.example.com,1.29MB / 1.33MB
peer30.org1.example.com,1.31MB / 1.22MB
peer90.org1.example.com,1.33MB / 1.28MB
peer55.org1.example.com,1.45MB / 1.19MB
peer84.org1.example.com,1.33MB / 1.26MB
peer17.org1.example.com,1.29MB / 1.23MB
peer13.org1.example.com,1.4MB / 1.4MB
peer60.org1.example.com,1.46MB / 1.52MB
peer35.org1.example.com,1.46MB / 1.56MB
peer74.org1.example.com,1.43MB / 1.39MB
peer29.org1.example.com,1.37MB / 1.53MB
peer79.org1.example.com,1.39MB / 1.44MB
peer32.org1.example.com,1.49MB / 1.46MB
peer97.org1.example.com,1.5MB / 1.36MB
peer70.org1.example.com,1.31MB / 1.37MB
peer50.org1.example.com,1.55MB / 1.59MB
peer62.org1.example.com,1.74MB / 1.56MB
peer16.org1.example.com,1.51MB / 1.68MB
peer83.org1.example.com,1.43MB / 1.58MB
peer87.org1.example.com,1.36MB / 1.5MB
peer73.org1.example.com,1.54MB / 1.36MB
peer80.org1.example.com,1.44MB / 1.12MB
peer34.org1.example.com,1.38MB / 929kB
peer42.org1.example.com,1.25MB / 1.64MB
peer67.org1.example.com,1.54MB / 1.67MB
peer27.org1.example.com,1.57MB / 1.44MB
peer12.org1.example.com,1.14MB / 1.15MB
peer91.org1.example.com,1.64MB / 1.56MB
peer99.org1.example.com,1.69MB / 1.78MB
peer94.org1.example.com,1.28MB / 1.41MB
peer24.org1.example.com,1.49MB / 1.86MB
peer88.org1.example.com,1.4MB / 1.62MB
peer38.org1.example.com,2.59MB / 2.33MB
peer89.org1.example.com,2.78MB / 2.2MB
peer59.org1.example.com,2.75MB / 2.27MB
peer76.org1.example.com,2.79MB / 2.51MB
peer85.org1.example.com,3.08MB / 2.38MB
peer1.org1.example.com,8.07MB / 31.3MB
peer64.org1.example.com,2.64MB / 1.95MB
peer44.org1.example.com,1.52MB / 1.4MB
peer66.org1.example.com,2.82MB / 2.33MB
peer4.org1.example.com,2.78MB / 2.13MB
peer36.org1.example.com,2.76MB / 2.23MB
peer69.org1.example.com,2.77MB / 2.05MB
peer21.org1.example.com,2.8MB / 2.37MB
peer18.org1.example.com,2.62MB / 2.04MB
peer19.org1.example.com,2.48MB / 2.16MB
orderer.example.com,181kB / 19.5kB
peer46.org1.example.com,2.9MB / 2.34MB
peer41.org1.example.com,2.71MB / 2.08MB
peer8.org1.example.com,2.86MB / 2.28MB
peer86.org1.example.com,2.66MB / 2.17MB
peer47.org1.example.com,2.96MB / 2.28MB
peer6.org1.example.com,3.14MB / 2.3MB
peer75.org1.example.com,3.16MB / 2.42MB
peer81.org1.example.com,2.82MB / 2.36MB
peer37.org1.example.com,1.91MB / 1.52MB
peer28.org1.example.com,1.96MB / 1.69MB
peer2.org1.example.com,2.6MB / 1.91MB
peer68.org1.example.com,2.57MB / 1.92MB
peer48.org1.example.com,2.42MB / 1.71MB
peer10.org1.example.com,2.8MB / 2.05MB
peer98.org1.example.com,2.39MB / 1.79MB
peer93.org1.example.com,2.73MB / 1.98MB
peer71.org1.example.com,2.28MB / 1.35MB
peer77.org1.example.com,1.85MB / 1.13MB
peer58.org1.example.com,2.83MB / 2.14MB
peer11.org1.example.com,2.22MB / 749kB
peer40.org1.example.com,2.45MB / 1.46MB
peer20.org1.example.com,1.87MB / 642kB
peer9.org1.example.com,2.26MB / 762kB
peer45.org1.example.com,2.3MB / 836kB
peer3.org1.example.com,2.15MB / 746kB
peer51.org1.example.com,2.3MB / 1.06MB
peer57.org1.example.com,2.34MB / 833kB
peer26.org1.example.com,2.41MB / 816kB
peer7.org1.example.com,2.23MB / 910kB
peer23.org1.example.com,2.46MB / 1.37MB
peer65.org1.example.com,2.32MB / 766kB
peer0.org1.example.com,11.2MB / 31.4MB
peer31.org1.example.com,2.16MB / 767kB
peer56.org1.example.com,2.76MB / 1.95MB
peer52.org1.example.com,2.12MB / 881kB
peer92.org1.example.com,2.25MB / 908kB
peer78.org1.example.com,2.77MB / 1.81MB
peer43.org1.example.com,2.24MB / 746kB
peer22.org1.example.com,1.55MB / 599kB
peer61.org1.example.com,207kB / 37.1kB
peer25.org1.example.com,2.14MB / 726kB
peer39.org1.example.com,2.32MB / 918kB
peer33.org1.example.com,2.49MB / 859kB
peer82.org1.example.com,2.41MB / 1.12MB
peer15.org1.example.com,2.26MB / 806kB
peer53.org1.example.com,2.17MB / 817kB
peer72.org1.example.com,2.37MB / 871kB
peer5.org1.example.com,2.51MB / 860kB
peer96.org1.example.com,2.24MB / 986kB
peer49.org1.example.com,2.2MB / 917kB
peer14.org1.example.com,2.93MB / 1.9MB
1542764768.435771,peer63.org1.example.com,1.37MB / 1.29MB,1370000,1290000
1542764768.435771,peer54.org1.example.com,1.25MB / 1.22MB,1250000,1220000
1542764768.435771,peer95.org1.example.com,1.29MB / 1.33MB,1290000,1330000
1542764768.435771,peer30.org1.example.com,1.31MB / 1.22MB,1310000,1220000
1542764768.435771,peer90.org1.example.com,1.33MB / 1.28MB,1330000,1280000
1542764768.435771,peer55.org1.example.com,1.45MB / 1.19MB,1450000,1190000
1542764768.435771,peer84.org1.example.com,1.33MB / 1.26MB,1330000,1260000
1542764768.435771,peer17.org1.example.com,1.29MB / 1.23MB,1290000,1230000
1542764768.435771,peer13.org1.example.com,1.4MB / 1.4MB,1400000,1400000
1542764768.435771,peer60.org1.example.com,1.46MB / 1.52MB,1460000,1520000
1542764768.435771,peer35.org1.example.com,1.46MB / 1.56MB,1460000,1560000
1542764768.435771,peer74.org1.example.com,1.43MB / 1.39MB,1430000,1390000
1542764768.435771,peer29.org1.example.com,1.37MB / 1.53MB,1370000,1530000
1542764768.435771,peer79.org1.example.com,1.39MB / 1.44MB,1390000,1440000
1542764768.435771,peer32.org1.example.com,1.49MB / 1.46MB,1490000,1460000
1542764768.435771,peer97.org1.example.com,1.5MB / 1.36MB,1500000,1360000
1542764768.435771,peer70.org1.example.com,1.31MB / 1.37MB,1310000,1370000
1542764768.435771,peer50.org1.example.com,1.55MB / 1.59MB,1550000,1590000
1542764768.435771,peer62.org1.example.com,1.74MB / 1.56MB,1740000,1560000
1542764768.435771,peer16.org1.example.com,1.51MB / 1.68MB,1510000,1680000
1542764768.435771,peer83.org1.example.com,1.43MB / 1.58MB,1430000,1580000
1542764768.435771,peer87.org1.example.com,1.36MB / 1.5MB,1360000,1500000
1542764768.435771,peer73.org1.example.com,1.54MB / 1.36MB,1540000,1360000
1542764768.435771,peer80.org1.example.com,1.44MB / 1.12MB,1440000,1120000
1542764768.435771,peer34.org1.example.com,1.38MB / 929kB,1380000,929000
1542764768.435771,peer42.org1.example.com,1.25MB / 1.64MB,1250000,1640000
1542764768.435771,peer67.org1.example.com,1.54MB / 1.67MB,1540000,1670000
1542764768.435771,peer27.org1.example.com,1.57MB / 1.44MB,1570000,1440000
1542764768.435771,peer12.org1.example.com,1.14MB / 1.15MB,1140000,1150000
1542764768.435771,peer91.org1.example.com,1.64MB / 1.56MB,1640000,1560000
1542764768.435771,peer99.org1.example.com,1.69MB / 1.78MB,1690000,1780000
1542764768.435771,peer94.org1.example.com,1.28MB / 1.41MB,1280000,1410000
1542764768.435771,peer24.org1.example.com,1.49MB / 1.86MB,1490000,1860000
1542764768.435771,peer88.org1.example.com,1.4MB / 1.62MB,1400000,1620000
1542764768.435771,peer38.org1.example.com,2.59MB / 2.33MB,2590000,2330000
1542764768.435771,peer89.org1.example.com,2.78MB / 2.2MB,2780000,2200000
1542764768.435771,peer59.org1.example.com,2.75MB / 2.27MB,2750000,2270000
1542764768.435771,peer76.org1.example.com,2.79MB / 2.51MB,2790000,2510000
1542764768.435771,peer85.org1.example.com,3.08MB / 2.38MB,3080000,2380000
1542764768.435771,peer1.org1.example.com,8.07MB / 31.3MB,8070000,31300000
1542764768.435771,peer64.org1.example.com,2.64MB / 1.95MB,2640000,1950000
1542764768.435771,peer44.org1.example.com,1.52MB / 1.4MB,1520000,1400000
1542764768.435771,peer66.org1.example.com,2.82MB / 2.33MB,2820000,2330000
1542764768.435771,peer4.org1.example.com,2.78MB / 2.13MB,2780000,2130000
1542764768.435771,peer36.org1.example.com,2.76MB / 2.23MB,2760000,2230000
1542764768.435771,peer69.org1.example.com,2.77MB / 2.05MB,2770000,2049999
1542764768.435771,peer21.org1.example.com,2.8MB / 2.37MB,2800000,2370000
1542764768.435771,peer18.org1.example.com,2.62MB / 2.04MB,2620000,2040000
1542764768.435771,peer19.org1.example.com,2.48MB / 2.16MB,2480000,2160000
1542764768.435771,orderer.example.com,181kB / 19.5kB,181000,19500
1542764768.435771,peer46.org1.example.com,2.9MB / 2.34MB,2900000,2340000
1542764768.435771,peer41.org1.example.com,2.71MB / 2.08MB,2710000,2080000
1542764768.435771,peer8.org1.example.com,2.86MB / 2.28MB,2860000,2280000
1542764768.435771,peer86.org1.example.com,2.66MB / 2.17MB,2660000,2170000
1542764768.435771,peer47.org1.example.com,2.96MB / 2.28MB,2960000,2280000
1542764768.435771,peer6.org1.example.com,3.14MB / 2.3MB,3140000,2300000
1542764768.435771,peer75.org1.example.com,3.16MB / 2.42MB,3160000,2420000
1542764768.435771,peer81.org1.example.com,2.82MB / 2.36MB,2820000,2360000
1542764768.435771,peer37.org1.example.com,1.91MB / 1.52MB,1910000,1520000
1542764768.435771,peer28.org1.example.com,1.96MB / 1.69MB,1960000,1690000
1542764768.435771,peer2.org1.example.com,2.6MB / 1.91MB,2600000,1910000
1542764768.435771,peer68.org1.example.com,2.57MB / 1.92MB,2570000,1920000
1542764768.435771,peer48.org1.example.com,2.42MB / 1.71MB,2420000,1710000
1542764768.435771,peer10.org1.example.com,2.8MB / 2.05MB,2800000,2049999
1542764768.435771,peer98.org1.example.com,2.39MB / 1.79MB,2390000,1790000
1542764768.435771,peer93.org1.example.com,2.73MB / 1.98MB,2730000,1980000
1542764768.435771,peer71.org1.example.com,2.28MB / 1.35MB,2280000,1350000
1542764768.435771,peer77.org1.example.com,1.85MB / 1.13MB,1850000,1130000
1542764768.435771,peer58.org1.example.com,2.83MB / 2.14MB,2830000,2140000
1542764768.435771,peer11.org1.example.com,2.22MB / 749kB,2220000,749000
1542764768.435771,peer40.org1.example.com,2.45MB / 1.46MB,2450000,1460000
1542764768.435771,peer20.org1.example.com,1.87MB / 642kB,1870000,642000
1542764768.435771,peer9.org1.example.com,2.26MB / 762kB,2260000,762000
1542764768.435771,peer45.org1.example.com,2.3MB / 836kB,2300000,836000
1542764768.435771,peer3.org1.example.com,2.15MB / 746kB,2150000,746000
1542764768.435771,peer51.org1.example.com,2.3MB / 1.06MB,2300000,1060000
1542764768.435771,peer57.org1.example.com,2.34MB / 833kB,2340000,833000
1542764768.435771,peer26.org1.example.com,2.41MB / 816kB,2410000,816000
1542764768.435771,peer7.org1.example.com,2.23MB / 910kB,2230000,910000
1542764768.435771,peer23.org1.example.com,2.46MB / 1.37MB,2460000,1370000
1542764768.435771,peer65.org1.example.com,2.32MB / 766kB,2320000,766000
1542764768.435771,peer0.org1.example.com,11.2MB / 31.4MB,11200000,31400000
1542764768.435771,peer31.org1.example.com,2.16MB / 767kB,2160000,767000
1542764768.435771,peer56.org1.example.com,2.76MB / 1.95MB,2760000,1950000
1542764768.435771,peer52.org1.example.com,2.12MB / 881kB,2120000,881000
1542764768.435771,peer92.org1.example.com,2.25MB / 908kB,2250000,908000
1542764768.435771,peer78.org1.example.com,2.77MB / 1.81MB,2770000,1810000
1542764768.435771,peer43.org1.example.com,2.24MB / 746kB,2240000,746000
1542764768.435771,peer22.org1.example.com,1.55MB / 599kB,1550000,599000
1542764768.435771,peer61.org1.example.com,207kB / 37.1kB,207000,37100
1542764768.435771,peer25.org1.example.com,2.14MB / 726kB,2140000,726000
1542764768.435771,peer39.org1.example.com,2.32MB / 918kB,2320000,918000
1542764768.435771,peer33.org1.example.com,2.49MB / 859kB,2490000,859000
1542764768.435771,peer82.org1.example.com,2.41MB / 1.12MB,2410000,1120000
1542764768.435771,peer15.org1.example.com,2.26MB / 806kB,2260000,806000
1542764768.435771,peer53.org1.example.com,2.17MB / 817kB,2170000,817000
1542764768.435771,peer72.org1.example.com,2.37MB / 871kB,2370000,871000
1542764768.435771,peer5.org1.example.com,2.51MB / 860kB,2510000,860000
1542764768.435771,peer96.org1.example.com,2.24MB / 986kB,2240000,986000
1542764768.435771,peer49.org1.example.com,2.2MB / 917kB,2200000,917000
1542764768.435771,peer14.org1.example.com,2.93MB / 1.9MB,2930000,1900000

peer63.org1.example.com,1.38MB / 1.32MB
peer54.org1.example.com,1.27MB / 1.24MB
peer95.org1.example.com,1.3MB / 1.34MB
peer30.org1.example.com,1.32MB / 1.25MB
peer90.org1.example.com,1.35MB / 1.3MB
peer55.org1.example.com,1.47MB / 1.21MB
peer84.org1.example.com,1.34MB / 1.29MB
peer17.org1.example.com,1.29MB / 1.25MB
peer13.org1.example.com,1.41MB / 1.42MB
peer60.org1.example.com,1.47MB / 1.54MB
peer35.org1.example.com,1.47MB / 1.59MB
peer74.org1.example.com,1.44MB / 1.41MB
peer29.org1.example.com,1.39MB / 1.56MB
peer79.org1.example.com,1.41MB / 1.46MB
peer32.org1.example.com,1.5MB / 1.48MB
peer97.org1.example.com,1.52MB / 1.38MB
peer70.org1.example.com,1.33MB / 1.4MB
peer50.org1.example.com,1.56MB / 1.62MB
peer62.org1.example.com,1.75MB / 1.58MB
peer16.org1.example.com,1.52MB / 1.71MB
peer83.org1.example.com,1.44MB / 1.6MB
peer87.org1.example.com,1.37MB / 1.52MB
peer73.org1.example.com,1.58MB / 1.39MB
peer80.org1.example.com,1.45MB / 1.14MB
peer34.org1.example.com,1.43MB / 961kB
peer42.org1.example.com,1.26MB / 1.67MB
peer67.org1.example.com,1.57MB / 1.71MB
peer27.org1.example.com,1.62MB / 1.49MB
peer12.org1.example.com,1.17MB / 1.18MB
peer91.org1.example.com,1.66MB / 1.59MB
peer99.org1.example.com,1.74MB / 1.83MB
peer94.org1.example.com,1.33MB / 1.44MB
peer24.org1.example.com,1.51MB / 1.89MB
peer88.org1.example.com,1.41MB / 1.64MB
peer38.org1.example.com,2.64MB / 2.37MB
peer89.org1.example.com,2.8MB / 2.23MB
peer59.org1.example.com,2.76MB / 2.3MB
peer76.org1.example.com,2.81MB / 2.54MB
peer85.org1.example.com,3.1MB / 2.41MB
peer1.org1.example.com,8.18MB / 31.6MB
peer64.org1.example.com,2.66MB / 1.97MB
peer44.org1.example.com,1.53MB / 1.42MB
peer66.org1.example.com,2.84MB / 2.36MB
peer4.org1.example.com,2.8MB / 2.15MB
peer36.org1.example.com,2.78MB / 2.25MB
peer69.org1.example.com,2.78MB / 2.07MB
peer21.org1.example.com,2.82MB / 2.39MB
peer18.org1.example.com,2.64MB / 2.06MB
peer19.org1.example.com,2.5MB / 2.19MB
orderer.example.com,181kB / 19.5kB
peer46.org1.example.com,2.91MB / 2.37MB
peer41.org1.example.com,2.81MB / 2.14MB
peer8.org1.example.com,2.95MB / 2.34MB
peer86.org1.example.com,2.76MB / 2.22MB
peer47.org1.example.com,3.03MB / 2.35MB
peer6.org1.example.com,3.21MB / 2.35MB
peer75.org1.example.com,3.16MB / 2.44MB
peer81.org1.example.com,2.83MB / 2.38MB
peer37.org1.example.com,1.93MB / 1.53MB
peer28.org1.example.com,1.96MB / 1.7MB
peer2.org1.example.com,2.64MB / 1.93MB
peer68.org1.example.com,2.58MB / 1.94MB
peer48.org1.example.com,2.44MB / 1.73MB
peer10.org1.example.com,2.82MB / 2.08MB
peer98.org1.example.com,2.42MB / 1.82MB
peer93.org1.example.com,2.75MB / 2MB
peer71.org1.example.com,2.31MB / 1.36MB
peer77.org1.example.com,1.85MB / 1.13MB
peer58.org1.example.com,2.85MB / 2.16MB
peer11.org1.example.com,2.28MB / 767kB
peer40.org1.example.com,2.53MB / 1.51MB
peer20.org1.example.com,1.89MB / 644kB
peer9.org1.example.com,2.27MB / 765kB
peer45.org1.example.com,2.34MB / 860kB
peer3.org1.example.com,2.18MB / 755kB
peer51.org1.example.com,2.3MB / 1.06MB
peer57.org1.example.com,2.46MB / 884kB
peer26.org1.example.com,2.49MB / 862kB
peer7.org1.example.com,2.23MB / 915kB
peer23.org1.example.com,2.47MB / 1.38MB
peer65.org1.example.com,2.37MB / 810kB
peer0.org1.example.com,11.3MB / 31.7MB
peer31.org1.example.com,2.19MB / 773kB
peer56.org1.example.com,2.77MB / 1.97MB
peer52.org1.example.com,2.13MB / 886kB
peer92.org1.example.com,2.29MB / 916kB
peer78.org1.example.com,2.8MB / 1.83MB
peer43.org1.example.com,2.27MB / 760kB
peer22.org1.example.com,1.56MB / 605kB
peer61.org1.example.com,207kB / 37.1kB
peer25.org1.example.com,2.25MB / 799kB
peer39.org1.example.com,2.4MB / 959kB
peer33.org1.example.com,2.49MB / 862kB
peer82.org1.example.com,2.45MB / 1.12MB
peer15.org1.example.com,2.27MB / 811kB
peer53.org1.example.com,2.18MB / 820kB
peer72.org1.example.com,2.39MB / 873kB
peer5.org1.example.com,2.51MB / 861kB
peer96.org1.example.com,2.28MB / 990kB
peer49.org1.example.com,2.21MB / 922kB
peer14.org1.example.com,2.95MB / 1.91MB
1542764772.0263572,peer63.org1.example.com,1.38MB / 1.32MB,1380000,1320000
1542764772.0263572,peer54.org1.example.com,1.27MB / 1.24MB,1270000,1240000
1542764772.0263572,peer95.org1.example.com,1.3MB / 1.34MB,1300000,1340000
1542764772.0263572,peer30.org1.example.com,1.32MB / 1.25MB,1320000,1250000
1542764772.0263572,peer90.org1.example.com,1.35MB / 1.3MB,1350000,1300000
1542764772.0263572,peer55.org1.example.com,1.47MB / 1.21MB,1470000,1210000
1542764772.0263572,peer84.org1.example.com,1.34MB / 1.29MB,1340000,1290000
1542764772.0263572,peer17.org1.example.com,1.29MB / 1.25MB,1290000,1250000
1542764772.0263572,peer13.org1.example.com,1.41MB / 1.42MB,1410000,1420000
1542764772.0263572,peer60.org1.example.com,1.47MB / 1.54MB,1470000,1540000
1542764772.0263572,peer35.org1.example.com,1.47MB / 1.59MB,1470000,1590000
1542764772.0263572,peer74.org1.example.com,1.44MB / 1.41MB,1440000,1410000
1542764772.0263572,peer29.org1.example.com,1.39MB / 1.56MB,1390000,1560000
1542764772.0263572,peer79.org1.example.com,1.41MB / 1.46MB,1410000,1460000
1542764772.0263572,peer32.org1.example.com,1.5MB / 1.48MB,1500000,1480000
1542764772.0263572,peer97.org1.example.com,1.52MB / 1.38MB,1520000,1380000
1542764772.0263572,peer70.org1.example.com,1.33MB / 1.4MB,1330000,1400000
1542764772.0263572,peer50.org1.example.com,1.56MB / 1.62MB,1560000,1620000
1542764772.0263572,peer62.org1.example.com,1.75MB / 1.58MB,1750000,1580000
1542764772.0263572,peer16.org1.example.com,1.52MB / 1.71MB,1520000,1710000
1542764772.0263572,peer83.org1.example.com,1.44MB / 1.6MB,1440000,1600000
1542764772.0263572,peer87.org1.example.com,1.37MB / 1.52MB,1370000,1520000
1542764772.0263572,peer73.org1.example.com,1.58MB / 1.39MB,1580000,1390000
1542764772.0263572,peer80.org1.example.com,1.45MB / 1.14MB,1450000,1140000
1542764772.0263572,peer34.org1.example.com,1.43MB / 961kB,1430000,961000
1542764772.0263572,peer42.org1.example.com,1.26MB / 1.67MB,1260000,1670000
1542764772.0263572,peer67.org1.example.com,1.57MB / 1.71MB,1570000,1710000
1542764772.0263572,peer27.org1.example.com,1.62MB / 1.49MB,1620000,1490000
1542764772.0263572,peer12.org1.example.com,1.17MB / 1.18MB,1170000,1180000
1542764772.0263572,peer91.org1.example.com,1.66MB / 1.59MB,1660000,1590000
1542764772.0263572,peer99.org1.example.com,1.74MB / 1.83MB,1740000,1830000
1542764772.0263572,peer94.org1.example.com,1.33MB / 1.44MB,1330000,1440000
